"group","focus","title","description","file","line_range","status","e2e_flow","engagement","usefulness","maintenance_risk","lines","file_2","lines_2","file_3","lines_3","file_4","lines_4","file_5","lines_5","file_6","lines_6","file_7","lines_7","file_8","lines_8","file_9","lines_9","file_10","lines_10","file_11","lines_11","file_12","lines_12","file_13","lines_13","file_14","lines_14","file_15","lines_15","file_16","lines_16","file_17","lines_17","file_18","lines_18","file_19","lines_19","file_20","lines_20"
"RECORD","accuracy","See km split banners","User receives a brief banner notification at each kilometre split during recording. Provides real-time pacing feedback without needing to unlock the screen.","src/app/recording/[type].tsx","56-57","done","Not feasible: split banners appear after covering 1 km of GPS distance which cannot be simulated in a stationary emulator E2E test","high","medium","low","12155","src/components/maps/ActivityMapView.tsx","1458","src/components/maps/mapStyles.ts","936","src/hooks/insights/generateInsights.ts","737","src/hooks/routes/useGpsDataFetcher.ts","731","src/components/maps/darkMatterStyle.ts","643","src/lib/storage/gpsStorage.ts","315","src/hooks/routes/useSectionChartData.ts","612","src/types/routes.ts","562","src/lib/utils/format.ts","558","src/hooks/routes/useRouteEngine.ts","555","src/hooks/home/useSummaryCardData.ts","546","src/types/activity.ts","484","src/components/ui/whatsNew/WhatsNewModal.tsx","454","src/hooks/routes/useRouteDataSync.ts","449","src/providers/MapPreferencesContext.tsx","440","src/hooks/maps/useMapLayers.tsx","384","src/lib/geo/polyline.ts","365","src/theme/colors.ts","395","src/components/recording/LockOverlay.tsx","335"
"RECORD","comprehension","View heart rate zone bar","User sees a coloured bar indicating their current HR zone during recording. Zone colours match the athlete's configured HR zone boundaries.","src/app/recording/[type].tsx","94-99","done","recording-live-metrics.yaml: Home > tap record FAB > select Ride > wait for recording screen > observe coloured HR zone bar at the top of the screen (optional assertion — only visible when HR sensor data is present)","high","high","low","12155","src/components/maps/ActivityMapView.tsx","1458","src/components/maps/mapStyles.ts","936","src/hooks/insights/generateInsights.ts","737","src/hooks/routes/useGpsDataFetcher.ts","731","src/components/maps/darkMatterStyle.ts","643","src/lib/storage/gpsStorage.ts","315","src/hooks/routes/useSectionChartData.ts","612","src/types/routes.ts","562","src/lib/utils/format.ts","558","src/hooks/routes/useRouteEngine.ts","555","src/hooks/home/useSummaryCardData.ts","546","src/types/activity.ts","484","src/components/ui/whatsNew/WhatsNewModal.tsx","454","src/hooks/routes/useRouteDataSync.ts","449","src/providers/MapPreferencesContext.tsx","440","src/hooks/maps/useMapLayers.tsx","384","src/lib/geo/polyline.ts","365","src/theme/colors.ts","395","src/components/recording/LockOverlay.tsx","335"
"RECORD","control","Change activity type mid-recording","User can switch the activity type during or after recording without restarting. Useful when transitioning between sports in a multisport session.","src/app/recording/[type].tsx","78-78","done","recording-review.yaml: Home > tap record FAB > select Ride > unlock > pause > long-press stop > on the review screen, verify the activity type selector is visible and tappable to change sport","low","low","low","12155","src/components/maps/ActivityMapView.tsx","1458","src/components/maps/mapStyles.ts","936","src/hooks/insights/generateInsights.ts","737","src/hooks/routes/useGpsDataFetcher.ts","731","src/components/maps/darkMatterStyle.ts","643","src/lib/storage/gpsStorage.ts","315","src/hooks/routes/useSectionChartData.ts","612","src/types/routes.ts","562","src/lib/utils/format.ts","558","src/hooks/routes/useRouteEngine.ts","555","src/hooks/home/useSummaryCardData.ts","546","src/types/activity.ts","484","src/components/ui/whatsNew/WhatsNewModal.tsx","454","src/hooks/routes/useRouteDataSync.ts","449","src/providers/MapPreferencesContext.tsx","440","src/hooks/maps/useMapLayers.tsx","384","src/lib/geo/polyline.ts","365","src/theme/colors.ts","395","src/components/recording/LockOverlay.tsx","335"
"RECORD","accuracy","Trim recording start and end","User adjusts dual-handle slider to trim unwanted GPS points before uploading. Removes warm-up walking or post-ride cooldown from the recorded activity.","src/components/recording/TrimSlider.tsx","1-222","done","recording-review.yaml: Home > tap record FAB > select Ride > unlock > pause > long-press stop > on the review screen, verify the trim section is visible with dual-handle slider for adjusting start and end points","medium","high","medium","9762","src/components/maps/ActivityMapView.tsx","1458","src/hooks/insights/generateInsights.ts","737","src/hooks/routes/useGpsDataFetcher.ts","731","src/lib/storage/gpsStorage.ts","315","src/hooks/routes/useSectionChartData.ts","612","src/lib/utils/format.ts","558","src/hooks/routes/useRouteEngine.ts","555","src/hooks/home/useSummaryCardData.ts","546","src/hooks/routes/useRouteDataSync.ts","449","src/providers/MapPreferencesContext.tsx","440","src/hooks/maps/useMapLayers.tsx","384","src/lib/geo/polyline.ts","365","src/theme/colors.ts","395","src/hooks/maps/useMapCamera.ts","353","src/hooks/routes/useRoutePerformances.ts","318","src/lib/export/backup.ts","438","src/lib/geo/geocoding.ts","297","src/providers/AuthStore.ts","295","src/hooks/insights/stalePrDetection.ts","294"
"RECORD","accuracy","Generate FIT file from recording","User's recording is encoded as a standard FIT file with GPS, HR, power, cadence, and lap data. Ensures compatibility with all fitness platforms and analysis tools.","src/lib/recording/fitGenerator.ts","1-474","done","Not testable: FIT file encoding is an internal library function with no UI surface; covered by unit tests","low","high","high","5272","src/lib/storage/gpsStorage.ts","315","src/types/routes.ts","562","src/lib/utils/format.ts","558","src/types/activity.ts","484","src/lib/geo/polyline.ts","365","src/lib/export/backup.ts","438","src/lib/geo/geocoding.ts","297","src/lib/storage/terrainPreviewCache.ts","270","src/lib/utils/chartConfig.ts","215","src/lib/utils/smoothing.ts","187","src/lib/utils/constants.ts","165","src/lib/utils/activityUtils.ts","196","src/lib/utils/geometry.ts","162","src/types/recording.ts","123","src/lib/utils/skylineDecoder.ts","103","src/lib/utils/debug.ts","93","src/types/insight.ts","87","src/types/strength.ts","89","src/lib/storage/terrainCameraOverrides.ts","89"
"RECORD","control","Configure auto-pause thresholds","User sets per-sport speed thresholds for auto-pause in recording settings. Cycling, running, and walking each have independent sensitivity controls.","src/app/recording-settings.tsx","15-69","done","recording-settings.yaml: Home > tap record FAB > tap gear icon for recording settings > toggle auto-pause on > adjust the cycling speed threshold slider > verify separate sliders exist for running and walking thresholds","low","medium","low","10399","src/components/maps/ActivityMapView.tsx","1458","src/hooks/insights/generateInsights.ts","737","src/hooks/routes/useGpsDataFetcher.ts","731","src/lib/storage/gpsStorage.ts","315","src/hooks/routes/useSectionChartData.ts","612","src/types/routes.ts","562","src/lib/utils/format.ts","558","src/hooks/routes/useRouteEngine.ts","555","src/hooks/home/useSummaryCardData.ts","546","src/types/activity.ts","484","src/components/ui/whatsNew/WhatsNewModal.tsx","454","src/hooks/routes/useRouteDataSync.ts","449","src/providers/MapPreferencesContext.tsx","440","src/hooks/maps/useMapLayers.tsx","384","src/lib/geo/polyline.ts","365","src/theme/colors.ts","395","src/hooks/maps/useMapCamera.ts","353","src/components/ui/SwipeableTabs.tsx","324","src/hooks/routes/useRoutePerformances.ts","318"
"RECORD","control","Select recording data fields","User chooses which metrics appear on the recording screen for GPS and indoor modes. Up to 15 different data field types can be toggled on or off.","src/app/recording-settings.tsx","21-83","done","recording-settings.yaml: Home > tap record FAB > tap gear icon for recording settings > scroll down to the data fields section > verify field toggles are visible for GPS mode and indoor mode","medium","medium","low","10399","src/components/maps/ActivityMapView.tsx","1458","src/hooks/insights/generateInsights.ts","737","src/hooks/routes/useGpsDataFetcher.ts","731","src/lib/storage/gpsStorage.ts","315","src/hooks/routes/useSectionChartData.ts","612","src/types/routes.ts","562","src/lib/utils/format.ts","558","src/hooks/routes/useRouteEngine.ts","555","src/hooks/home/useSummaryCardData.ts","546","src/types/activity.ts","484","src/components/ui/whatsNew/WhatsNewModal.tsx","454","src/hooks/routes/useRouteDataSync.ts","449","src/providers/MapPreferencesContext.tsx","440","src/hooks/maps/useMapLayers.tsx","384","src/lib/geo/polyline.ts","365","src/theme/colors.ts","395","src/hooks/maps/useMapCamera.ts","353","src/components/ui/SwipeableTabs.tsx","324","src/hooks/routes/useRoutePerformances.ts","318"
"RECORD","efficiency","Enter manual activity","User creates an indoor or equipment-free activity by entering duration, distance, and heart rate manually. Generates a valid upload without requiring GPS data.","src/app/recording/review.tsx","112-113","done","recording-manual-entry-submit.yaml: Home > tap record FAB > select an indoor activity type (e.g. WeightTraining) > fill in activity name, duration, and distance fields on the manual entry form > tap Continue > verify the review screen loads with the entered data","medium","high","low","12261","src/components/maps/ActivityMapView.tsx","1458","src/components/maps/mapStyles.ts","936","src/hooks/insights/generateInsights.ts","737","src/hooks/routes/useGpsDataFetcher.ts","731","src/components/maps/darkMatterStyle.ts","643","src/lib/storage/gpsStorage.ts","315","src/hooks/routes/useSectionChartData.ts","612","src/types/routes.ts","562","src/lib/utils/format.ts","558","src/hooks/routes/useRouteEngine.ts","555","src/hooks/home/useSummaryCardData.ts","546","src/types/activity.ts","484","src/lib/recording/fitGenerator.ts","474","src/api/intervals.ts","470","src/hooks/routes/useRouteDataSync.ts","449","src/providers/MapPreferencesContext.tsx","440","src/hooks/maps/useMapLayers.tsx","384","src/lib/geo/polyline.ts","365","src/theme/colors.ts","395"
"RECORD","comprehension","Set RPE after recording","User rates perceived exertion on a 1-10 scale with colour-coded labels before uploading. Provides subjective effort context alongside objective metrics.","src/app/recording/review.tsx","82-97","done","recording-review.yaml: Home > tap record FAB > select Ride > unlock > pause > long-press stop > on the review screen, verify the RPE rating section is visible with a 1-10 colour-coded scale","low","medium","low","12261","src/components/maps/ActivityMapView.tsx","1458","src/components/maps/mapStyles.ts","936","src/hooks/insights/generateInsights.ts","737","src/hooks/routes/useGpsDataFetcher.ts","731","src/components/maps/darkMatterStyle.ts","643","src/lib/storage/gpsStorage.ts","315","src/hooks/routes/useSectionChartData.ts","612","src/types/routes.ts","562","src/lib/utils/format.ts","558","src/hooks/routes/useRouteEngine.ts","555","src/hooks/home/useSummaryCardData.ts","546","src/types/activity.ts","484","src/lib/recording/fitGenerator.ts","474","src/api/intervals.ts","470","src/hooks/routes/useRouteDataSync.ts","449","src/providers/MapPreferencesContext.tsx","440","src/hooks/maps/useMapLayers.tsx","384","src/lib/geo/polyline.ts","365","src/theme/colors.ts","395"
"RECORD","reliability","Backup recording periodically","Recording state is saved to the filesystem every 15 seconds during active recording. Crash recovery can restore the session from the most recent backup.","src/lib/storage/recordingBackup.ts","1-76","done","Not testable: periodic filesystem writes are an internal background process with no UI indicator","low","high","low","1587","src/types/routes.ts","562","src/types/activity.ts","484","src/types/recording.ts","123","src/lib/utils/debug.ts","93","src/types/insight.ts","87","src/types/strength.ts","89","src/types/calendar.ts","65","src/types/index.ts","8","","","","","","","","","","","","","","","","","","","","","",""
"UPLOAD","reliability","Queue uploads when offline","User's completed recordings are queued locally when there is no network connectivity. Files are stored on the filesystem and retried automatically when online.","src/lib/storage/uploadQueue.ts","1-138","done","Not testable: demo mode does not simulate offline conditions or real upload flows","low","high","medium","1649","src/types/routes.ts","562","src/types/activity.ts","484","src/types/recording.ts","123","src/lib/utils/debug.ts","93","src/types/insight.ts","87","src/types/strength.ts","89","src/types/calendar.ts","65","src/types/index.ts","8","","","","","","","","","","","","","","","","","","","","","",""
"UPLOAD","reliability","Process upload queue automatically","Queued uploads are processed when the app returns to foreground or network reconnects. Failed uploads retry with exponential backoff up to 5 attempts before removal.","src/hooks/recording/useUploadQueueProcessor.ts","1-120","done","Not testable: upload queue processing requires network failure simulation unavailable in demo mode","low","high","medium","4338","src/api/intervals.ts","470","src/providers/MapPreferencesContext.tsx","440","src/providers/AuthStore.ts","295","src/api/mockIntervals.ts","289","src/providers/RecordingStore.ts","278","src/lib/debug/renderTimer.ts","270","src/providers/LanguageStore.ts","261","src/providers/DashboardPreferencesStore.ts","258","src/providers/SyncDateRangeStore.ts","255","src/hooks/activities/useActivities.ts","208","src/lib/utils/constants.ts","165","src/providers/NotificationPreferencesStore.ts","136","src/providers/RouteSettingsStore.ts","135","src/i18n/index.ts","131","src/providers/HRZonesStore.ts","130","src/providers/RecordingPreferencesStore.ts","128","src/providers/SupersededSectionsStore.ts","125","src/providers/UnitPreferenceStore.ts","123","src/providers/QueryProvider.tsx","121"
"UPLOAD","control","Upgrade OAuth permissions for upload","User is prompted to re-authenticate with write permissions when uploads fail with 403. A banner explains the issue and provides a one-tap grant-access flow.","src/components/recording/PermissionUpgradeBanner.tsx","1-50","done","Not testable: the permission upgrade banner only renders for OAuth users without write scope; demo mode is not OAuth","low","medium","high","9090","src/components/maps/ActivityMapView.tsx","1458","src/hooks/insights/generateInsights.ts","737","src/hooks/routes/useGpsDataFetcher.ts","731","src/hooks/routes/useSectionChartData.ts","612","src/hooks/routes/useRouteEngine.ts","555","src/hooks/home/useSummaryCardData.ts","546","src/hooks/routes/useRouteDataSync.ts","449","src/providers/MapPreferencesContext.tsx","440","src/hooks/maps/useMapLayers.tsx","384","src/theme/colors.ts","395","src/hooks/maps/useMapCamera.ts","353","src/hooks/routes/useRoutePerformances.ts","318","src/providers/AuthStore.ts","295","src/hooks/insights/stalePrDetection.ts","294","src/hooks/routes/useCustomSections.ts","293","src/hooks/routes/useUnifiedSections.ts","284","src/theme/shadows.ts","280","src/providers/RecordingStore.ts","278","src/hooks/activities/useStrengthVolume.ts","278"
"UPLOAD","reliability","Handle upload permission blocks","When an upload is blocked by insufficient OAuth scope, the entry is flagged rather than retried. All blocked entries are released after a successful permission upgrade.","src/lib/storage/uploadQueue.ts","108-125","done","Not testable: internal queue management logic with no direct UI surface","low","medium","medium","1649","src/types/routes.ts","562","src/types/activity.ts","484","src/types/recording.ts","123","src/lib/utils/debug.ts","93","src/types/insight.ts","87","src/types/strength.ts","89","src/types/calendar.ts","65","src/types/index.ts","8","","","","","","","","","","","","","","","","","","","","","",""
"UPLOAD","reliability","Skip non-retriable upload errors","Uploads that fail with 4xx HTTP errors (except 408/429) are removed from the queue permanently. Prevents wasting bandwidth on requests that will never succeed.","src/hooks/recording/useUploadQueueProcessor.ts","76-84","done","Not testable: HTTP error classification is internal retry logic with no UI surface","low","medium","low","4338","src/api/intervals.ts","470","src/providers/MapPreferencesContext.tsx","440","src/providers/AuthStore.ts","295","src/api/mockIntervals.ts","289","src/providers/RecordingStore.ts","278","src/lib/debug/renderTimer.ts","270","src/providers/LanguageStore.ts","261","src/providers/DashboardPreferencesStore.ts","258","src/providers/SyncDateRangeStore.ts","255","src/hooks/activities/useActivities.ts","208","src/lib/utils/constants.ts","165","src/providers/NotificationPreferencesStore.ts","136","src/providers/RouteSettingsStore.ts","135","src/i18n/index.ts","131","src/providers/HRZonesStore.ts","130","src/providers/RecordingPreferencesStore.ts","128","src/providers/SupersededSectionsStore.ts","125","src/providers/UnitPreferenceStore.ts","123","src/providers/QueryProvider.tsx","121"
"FEED","engagement","View weekly summary card","User sees a hero metric (form, fitness, or fatigue) with sparkline trend on the home screen. Supporting metrics show weekly distance, TSS, and activity count at a glance.","src/components/home/SummaryCard.tsx","1-57","done","home-weekly-summary.yaml: Home > navigate to Training tab > verify weekly summary container is visible > tap through time range toggles (week, month, 3m, 6m, year) > verify count, duration, distance, and TSS stats display without NaN values; also checks SummaryCard form zone and sparkline on Home tab","high","high","medium","10198","src/components/maps/ActivityMapView.tsx","1458","src/hooks/insights/generateInsights.ts","737","src/hooks/routes/useGpsDataFetcher.ts","731","src/lib/storage/gpsStorage.ts","315","src/hooks/routes/useSectionChartData.ts","612","src/lib/utils/format.ts","558","src/hooks/routes/useRouteEngine.ts","555","src/hooks/home/useSummaryCardData.ts","546","src/hooks/routes/useRouteDataSync.ts","449","src/providers/MapPreferencesContext.tsx","440","src/hooks/maps/useMapLayers.tsx","384","src/components/home/SummaryCardSparkline.tsx","388","src/lib/geo/polyline.ts","365","src/theme/colors.ts","395","src/hooks/maps/useMapCamera.ts","353","src/hooks/routes/useRoutePerformances.ts","318","src/components/home/SummaryCardHRVSparkline.tsx","323","src/lib/export/backup.ts","438","src/lib/geo/geocoding.ts","297"
"FEED","discovery","Browse rotating insight headlines","User sees the top insight rotating every 8 seconds in the summary card corner. Tapping navigates to the Insights tab for the full detail view.","src/components/home/InsightLine.tsx","1-184","done","home-summary-card-features.yaml: Home > observe the InsightLine pill rotating in the top-right corner of the SummaryCard every 8 seconds showing insight titles > tap the InsightLine > verify navigation to the Insights tab","high","medium","medium","10172","src/components/maps/ActivityMapView.tsx","1458","src/hooks/insights/generateInsights.ts","737","src/hooks/routes/useGpsDataFetcher.ts","731","src/lib/storage/gpsStorage.ts","315","src/hooks/routes/useSectionChartData.ts","612","src/types/routes.ts","562","src/lib/utils/format.ts","558","src/hooks/routes/useRouteEngine.ts","555","src/hooks/home/useSummaryCardData.ts","546","src/types/activity.ts","484","src/hooks/routes/useRouteDataSync.ts","449","src/providers/MapPreferencesContext.tsx","440","src/hooks/maps/useMapLayers.tsx","384","src/lib/geo/polyline.ts","365","src/theme/colors.ts","395","src/hooks/maps/useMapCamera.ts","353","src/hooks/routes/useRoutePerformances.ts","318","src/lib/export/backup.ts","438","src/lib/geo/geocoding.ts","297"
